Loyalty Number,Table,Anomaly Type,Details,Recommended Action
607565,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41787.90 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
749430,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41787.90 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
902966,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41787.90 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
559111,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41855.17 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
190524,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 42389.01 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
266561,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 42462.97 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
563086,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 42462.97 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
625033,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 42561.63 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
643300,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 43026.52 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
353369,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 43217.22 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
309456,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 43290.50 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
923959,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 43290.50 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
651097,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 44520.14 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
570299,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 44795.47 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
258296,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 44856.11 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
710029,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 45708.65 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
746031,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 47155.63 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
529331,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 49221.43 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
566374,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 51016.07 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
642323,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 52811.49 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
798869,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 55277.45 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
977244,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 56675.94 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
219139,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 58166.55 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
228030,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 58753.88 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
592992,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 61850.19 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
179870,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 66025.75 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
838263,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 67907.27 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
767366,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 73225.96 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
810668,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26200.83 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
323660,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 37111.66 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
532419,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 38496.95 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
727091,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 33473.35 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
919888,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27934.62 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
100590,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 34090.04 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
333051,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 51426.25 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
592003,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 73225.96 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
130032,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25640.24 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
430398,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 49423.80 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
122519,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30081.37 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
121351,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 28421.57 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
760424,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 46302.08 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
818886,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 23893.30 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
231462,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 23895.68 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
605500,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 23903.68 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
602685,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 23950.37 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
183388,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24096.24 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
628840,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24096.24 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
170982,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24127.50 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
314589,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24138.06 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
892258,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24143.88 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
158969,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24186.88 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
101544,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24249.34 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
638495,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24249.34 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
890936,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24261.02 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
666337,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24278.10 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
832566,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24338.51 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
101895,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24543.20 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
120635,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24636.97 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
968064,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24660.49 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
741138,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24709.60 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
851421,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24868.24 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
396998,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24967.76 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
925573,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24967.76 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
977178,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25030.38 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
776547,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25107.10 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
210725,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25253.10 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
434679,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25360.10 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
531290,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25360.10 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
987347,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25401.52 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
116238,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25464.82 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
617489,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25464.82 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
713067,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25464.82 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
777300,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25464.82 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
518677,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25585.73 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
336665,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25674.15 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
949290,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25674.15 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
840267,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25805.27 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
